1 1:-0.15316514032761874 2:-0.10871961947536289 3:-0.04562118942639467 4:0.05017879919729636 5:0.0008652775778413748
1 1:-0.15646896744249858 2:-0.20600317715047958 3:0.07023537216160868 4:0.004389829008887949 5:0.019787951181253774
1 1:-0.1025070053324924 2:-0.2206378276680903 3:-0.010223662990293422 4:-0.012567276401986354 5:0.005690906874392722
1 1:-0.05989282459248598 2:-0.15748986566500095 3:-0.18549254731100837 4:0.0031389268598192663 5:0.003081249929451583
1 1:-0.1271206639857407 2:-0.2666249845960135 3:0.07897649244742716 4:-0.023788552379487692 5:0.0258312956652913
1 1:-0.14859691086916627 2:-0.13367502205455473 3:-0.060166875628865586 4:0.04004795641478963 5:-0.0001185240048442223
1 1:-0.08889723862817711 2:-0.332812166899859 3:0.13711660308949708 4:-0.1060205702310866 5:0.0724071347927297
1 1:-0.06634216924645808 2:-0.17351400881541462 3:-0.17103880104783759 4:-0.00632685864395924 5:0.012351073449053649
1 1:-0.1248256820301542 2:-0.09471817209153374 3:-0.17115027017321377 4:0.05057732594065897 5:0.002405874781314074
1 1:-0.1290573901008417 2:-0.19211042982639548 3:-0.04982062345131863 4:-0.025111073520467705 5:0.007044292246544237
1 1:-0.0844539771714153 2:-0.09872627114085238 3:-0.23430119833788926 4:0.0029012396252396716 5:0.0118252033243271
1 1:-0.10640869790985952 2:-0.19484671339301865 3:-0.08768726895136747 4:-0.03440040186276083 5:0.01688102128976844
1 1:-0.08067949990681482 2:-0.1629090937404031 3:-0.1795206402171553 4:-0.03811839914440083 5:0.01566386752395833
1 1:-0.06152138314788214 2:-0.3171243086352335 3:0.03413548774163596 4:-0.12962698417367025 5:0.05626950655927594
1 1:-0.1727289603775035 2:-0.2654957694661285 3:0.11073863407646432 4:-0.0711151223350691 5:0.05242387337867521
1 1:-0.1853387089534993 2:-0.22863850704724362 3:0.06913950227183076 4:-0.032477592350398155 5:0.03140556917116044
1 1:-0.09393497537324932 2:-0.291690461751669 3:-0.029816576262318772 4:-0.07126031240760368 5:0.020396938460057745
1 1:-0.14193634038918784 2:-0.17291237816863342 3:-0.08708355787226324 4:-0.015515569424375656 5:0.015400078451693163
1 1:-0.14097091312321042 2:-0.2105608179008433 3:-0.019764563794044607 4:-0.06370566166962449 5:0.012534975196342021
1 1:-0.13095563046751463 2:-0.2157863966020654 3:-0.03394838355249355 4:-0.09570926378992856 5:0.00021868477211744227
1 1:-0.10413000882022617 2:-0.1902645277857111 3:-0.11086834146000445 4:-0.06851875471098524 5:-0.013274892090609808
1 1:-0.1111155852943083 2:-0.24546400941569108 3:0.001861196674035101 4:-0.10965326472725842 5:0.013628640613818244
1 1:-0.13519218985700573 2:-0.21847376527740806 3:-0.0016961466791383271 4:-0.07632252107124143 5:-0.0030990997152366166
1 1:-0.1542208628473733 2:-0.17789691827782014 3:-0.03449209203598466 4:-0.05498549467996087 5:-0.017043103447492273
1 1:-0.06625928043705737 2:-0.2796942494754181 3:0.006799539835851298 4:-0.14538323883124135 5:0.023881969337267953
1 1:-0.11493000690139726 2:-0.21819060769742196 3:-0.05281333820111679 4:-0.0478392162000724 5:-0.025652668412165913
1 1:-0.14479484538169907 2:-0.338772816305816 3:0.19459736763625185 4:-0.12105639087422707 5:0.056289761718436006
1 1:-0.14053513126616343 2:-0.19650366608836212 3:-0.02482511729828058 4:-0.025257042518523957 5:-0.013799961841339886
1 1:-0.13383930433327199 2:-0.1736274376926431 3:-0.04852563885879698 4:-0.042435191106010905 5:-0.014895097745791527
1 1:-0.11279301703474416 2:-0.31605900593244773 3:0.1270653014227923 4:-0.12758258118532276 5:0.031250686334569254
1 1:-0.15621038804207385 2:-0.2495970051144346 3:0.0833711717093863 4:-0.05140669968152175 5:0.014206330840185114
1 1:-0.12492423557913414 2:-0.2617346792495762 3:0.058933079644285964 4:-0.08823762230765934 5:-0.0003940648973060464
1 1:-0.14284748870610015 2:-0.253080028734208 3:0.08989483278806454 4:-0.06234625383574141 5:0.022943643418462105
1 1:-0.134678075863181 2:-0.18197113926155406 3:-0.0384634812023179 4:-0.03078464986288467 5:-0.0231745436701358
1 1:-0.10269572341874438 2:-0.14552094931501428 3:-0.09503156058401567 4:-0.0776582038616629 5:-0.01717954152117596
1 1:-0.06362985952932038 2:-0.2000727977761781 3:-0.08319464801457875 4:-0.12303646180632591 5:0.0006791115644325708
1 1:-0.13058659157050792 2:-0.19914919661694794 3:-0.003913361495167864 4:-0.10770326969102323 5:-0.005695967953682114
1 1:-0.1354763248745913 2:-0.28385251300481495 3:0.1311608162908739 4:-0.13827138476490977 5:0.051110565500636945
1 1:-0.15604028982890666 2:-0.15780097329086298 3:-0.039106666687420355 4:-0.025790570116228484 5:-0.017027483925430797
1 1:-0.16747429211509662 2:-0.2599251747895415 3:0.1375545352658184 4:-0.08542188525980265 5:0.04493117490162174
1 1:-0.10547545830214809 2:-0.1526671532079232 3:-0.10575215617741902 4:-0.05820434806505669 5:-0.0083611188102641
1 1:-0.09532182810082145 2:-0.07999191305729193 3:-0.2234125861278854 4:-0.024165829357885724 5:-0.01236718922498039
1 1:-0.09826416931003057 2:-0.24416880063545723 3:0.003908463887076002 4:-0.13418550590298542 5:0.0027332569794110573
1 1:-0.11926248145283878 2:-0.222054108972004 3:0.03341127457124088 4:-0.12220532718704746 5:0.005212780270266227
1 1:-0.09017363529004499 2:-0.18246310255580458 3:-0.09319035979649941 4:-0.08566295073059774 5:-0.007765370309768742
1 1:-0.14323102337576457 2:-0.13892452167406608 3:-0.05509276042969416 4:-0.05417939990974259 5:-0.012566796572573275
1 1:-0.10047147332365187 2:-0.10116999138804585 3:-0.16748289619739667 4:-0.05210502835506604 5:-0.01767924751552369
1 1:-0.06610700275709457 2:-0.2593281850247279 3:0.004390099524913673 4:-0.15589360689291587 5:0.019780440691979245
1 1:-0.07449291520548205 2:-0.16963182448451497 3:-0.12480754080708802 4:-0.10478318620270666 5:-0.0015168027597200406
1 1:-0.110748963412665 2:-0.31364240443954006 3:0.14958099410983133 4:-0.17405644703487427 5:0.0738879874692028
1 1:-0.09665861738503874 2:-0.21545626897971534 3:-0.06840872955776621 4:-0.06691210161183288 5:0.009202348486623541
1 1:-0.11270092749535746 2:-0.026141151551634052 3:-0.2726410961614006 4:0.036192292701063125 5:0.0044329660296311
1 1:-0.14502729591071123 2:-0.10798504749070183 3:-0.12430795798065176 4:-0.0038132494473501963 5:-0.009941799713701885
1 1:-0.07474054185586113 2:-0.11691588158355398 3:-0.23973462009270977 4:-0.03527770300862627 5:0.01086943590898417
1 1:-0.10148723154793503 2:-0.21325839638041086 3:-0.050436361456906255 4:-0.11615042519584773 5:-5.444037269920505e-05
1 1:-0.053621860404169074 2:-0.1531909293910913 3:-0.22080398637509285 4:-0.07951650546724362 5:0.006731798570838774
1 1:-0.08470968183508733 2:-0.25716579612054546 3:-0.049652328207550285 4:-0.09967275875651349 5:0.0117213980276518
1 1:-0.08501107672419046 2:-0.25719388461388915 3:0.010396554078307084 4:-0.1591235320339651 5:0.03223005164925021
1 1:-0.11795641091635085 2:-0.32588106613293844 3:0.18678657951389166 4:-0.1952633699517559 5:0.10589849550077486
1 1:-0.10041286376201244 2:-0.167963204817104 3:-0.13258170204353412 4:-0.0708273727734172 5:0.016595948212807233
1 1:-0.12422496666366524 2:-0.02122427343600531 3:-0.2859092855512503 4:0.041893102896237294 5:0.010463710233221162
1 1:-0.05410781807763475 2:-0.1204539903998803 3:-0.27430301446339067 4:-0.07800201729252085 5:0.02094075803686994
1 1:-0.10179643951968798 2:-0.3018634570821636 3:0.061820891984440726 4:-0.15593438863906212 5:0.040620211959346744
1 1:-0.10371140053252262 2:-0.12542984264919557 3:-0.16279590449962028 4:-0.0668443076602442 5:0.0006009826707303835
1 1:-0.14358792010822108 2:-0.20616278112156086 3:0.018344648836634957 4:-0.11551415070113805 5:0.0190707170213041
1 1:-0.044533790732659576 2:-0.2719519938474141 3:-0.05524202450144383 4:-0.17721730385519435 5:0.021478493565939234
1 1:-0.10190581861495351 2:-0.29919871656654695 3:0.12530510314850835 4:-0.203810655164549 5:0.08333066358484918
1 1:-0.06910392542708955 2:-0.20110867049429204 3:-0.11825581690270244 4:-0.1420383566734452 5:-0.0016016624876751253
1 1:-0.07130261458250127 2:-0.13439884910222624 3:-0.177913723646289 4:-0.11224660122859811 5:0.00627132347034083
1 1:-0.12293083976127243 2:-0.1926139147204271 3:-0.02184396765743804 4:-0.13432047901381755 5:0.003293060614835884
1 1:-0.0762700096411522 2:-0.15290258045682578 3:-0.13655864377697696 4:-0.12928047805841045 5:0.002382331696924535
1 1:-0.06770537425729338 2:-0.12862491741549423 3:-0.17758611766149957 4:-0.1134640601298108 5:-0.011195254053294171
1 1:-0.13776708196582968 2:-0.07192333791170809 3:-0.12558511644646914 4:-0.052041822802360964 5:-0.01106336746413789
1 1:-0.08016595207351078 2:-0.15057747947470326 3:-0.14013682548992773 4:-0.11139045789539861 5:-0.012464701902241148
1 1:-0.08736356308030059 2:-0.11845082482212826 3:-0.1575705265364608 4:-0.11315172748308142 5:-0.034365984294346605
1 1:-0.04188886690068723 2:-0.10249365969728973 3:-0.2388985925366295 4:-0.12872665034353659 5:-0.018264220601136295
1 1:-0.07644241026527845 2:-0.08218775909743958 3:-0.2125395793668431 4:-0.10200248479476512 5:-0.0471786709555454
1 1:-0.05437576609012042 2:-0.23170437291585452 3:0.03944214724778441 4:-0.22492126268826407 5:-0.012852556454376607
1 1:0.004809385568169218 2:-0.06229426539874874 3:-0.2781340256623217 4:-0.1574357997619349 5:-0.03284425174497688
1 1:-0.06547440616015801 2:-0.06769407957492489 3:-0.13722056464253393 4:-0.1386044125741241 5:-0.0700038911676332
1 1:-0.027502272632126526 2:-0.16384590547322506 3:-0.050531861509563895 4:-0.20382370478018577 5:-0.06653822736532235
1 1:-0.037120895929304995 2:-0.10767920838065076 3:-0.09848899988874303 4:-0.16437872494190353 5:-0.0922886277630771
1 1:-0.046794813529024516 2:-0.19906100159715548 3:0.037942568055260535 4:-0.2090579106763038 5:-0.08437934968174571
1 1:-0.05742690000219291 2:-0.10281730876605098 3:-0.0732991592590656 4:-0.13589207855870922 5:-0.10609101586810746
1 1:-0.0713447816578941 2:-0.12022324749093576 3:-0.011627830273959684 4:-0.13763731425199652 5:-0.0927031386433689
1 1:0.02330490492470199 2:-0.11083671794453075 3:-0.15250523653766532 4:-0.15182473292314236 5:-0.09892275432913047
1 1:-0.007204276119279922 2:-0.15814039907642147 3:-0.045003536354534725 4:-0.15788913726100798 5:-0.10753301248112243
1 1:-0.036886418024214655 2:0.0039111586856812345 3:-0.20388304647651354 4:-0.06281612711056683 5:-0.10647943816128706
1 1:0.044680298449346484 2:-0.05354970359319463 3:-0.2209297937049806 4:-0.14141223913064516 5:-0.09463047191876447
1 1:0.03769839445850219 2:-0.14673627657429547 3:-0.038224740598670884 4:-0.20054289333666078 5:-0.0940393040425303
1 1:0.047958527177615035 2:-0.11490156310291476 3:-0.08868932077399783 4:-0.18879822197231128 5:-0.10038472088490535
1 1:-0.041378966004206715 2:-0.09127923438878151 3:-0.018616307220496214 4:-0.14652611928263437 5:-0.12219149996429239
1 1:-0.0017898359326955129 2:0.02275951401487288 3:-0.20333819122988342 4:-0.0990527858681177 5:-0.1157580137543907
1 1:0.013119808365417058 2:-0.02496047882365513 3:-0.1411502462572346 4:-0.13153277029547034 5:-0.12581394922298086
1 1:0.05922189687184884 2:-0.16021038587965283 3:0.0104540760329214 4:-0.2273441572906199 5:-0.10398423285404561
1 1:0.05725616112399058 2:-0.18540676104117557 3:0.10992445739608182 4:-0.25874254151607806 5:-0.07803128789506185
1 1:0.07273900110515014 2:-0.07632009576030124 3:-0.1039227805161092 4:-0.19197082308609087 5:-0.11315785544360651
1 1:0.049090954075777585 2:-0.0730436047433292 3:-0.06291197124590928 4:-0.18416637314941495 5:-0.12684200005101715
1 1:0.07527615997160042 2:-0.1272413129491891 3:-0.011693243481939019 4:-0.22364848559744166 5:-0.11962711918517435
1 1:0.04600027706561035 2:0.010935308435012676 3:-0.17418204209116925 4:-0.12358282792071827 5:-0.13715903096494944
1 1:0.06604345223965832 2:-0.11553056616928957 3:-0.004601487191880829 4:-0.1971093082065016 5:-0.12134572403784014
1 1:0.03119579261677235 2:-0.06576283531545149 3:-0.02631579389976671 4:-0.13211060251532245 5:-0.14622327494094986
1 1:0.11437161655962479 2:-0.026815523525515746 3:-0.18083529306638418 4:-0.12068688772914445 5:-0.14178812173787975
1 1:0.05002953175810759 2:-0.09033881034795153 3:0.016416357010340506 4:-0.13476938442642103 5:-0.150784783731765
1 1:0.14344829640131634 2:-0.09356595029411036 3:-0.07225387151799083 4:-0.16600414503504912 5:-0.13240467899226882
1 1:0.06939699733653527 2:-0.1223135406912351 3:0.07102781393871616 4:-0.17481220267940573 5:-0.12542106238838419
1 1:-0.3669665696455289 2:0.2984023891252497 3:0.14974579161643836 4:-0.05227793236855338 5:-0.08396934618221767
1 1:-0.3237066721623655 2:0.3619117482637835 3:-0.038660291443341085 4:-0.03138034580936218 5:-0.10622029530628178
1 1:-0.2995615420996316 2:0.4195790633348463 3:-0.13509628388727293 4:-0.022230725009391522 5:-0.0778284811099487
1 1:-0.2909717884751951 2:0.41304363895388135 3:-0.1410280159472244 4:-0.021615648074253858 5:-0.08955227759953895
1 1:-0.37466814563899764 2:0.3519019922802654 3:0.12145722817288336 4:-0.03324651648187401 5:-0.0837322059979664
1 1:-0.4059781057949902 2:0.28199370423894227 3:0.2436101663070485 4:-0.07240077571230491 5:-0.05559446101294614
1 1:-0.3814233266142135 2:0.32718514242447516 3:0.13980569166069146 4:-0.05059979894582839 5:-0.09580290908754764
1 1:-0.3607061275847093 2:0.32278878375221737 3:0.08771061233228168 4:-0.051508642717694994 5:-0.13206357142637115
1 1:-0.38807264001302866 2:0.28929260904952364 3:0.2002434945185108 4:-0.075778636333571 5:-0.08921278787798989
1 1:-0.3645871890920852 2:0.39840142972610876 3:0.032708079453800575 4:-0.031164719764133625 5:-0.0891751637639895
1 1:-0.35765871408722205 2:0.41827066769585663 3:0.002631546518349131 4:-0.025186506777035572 5:-0.09035504603522562
1 1:-0.3345280067363958 2:0.44881881433380505 3:-0.06085649037110446 4:-0.02634369403493582 5:-0.08533854065499263
1 1:-0.3676721795062869 2:0.3825212591534392 3:0.05518646963489736 4:-0.049693267536585636 5:-0.11841144431432453
1 1:-0.3544591999648744 2:0.3750770088999733 3:0.03634161460798346 4:-0.07258840716826788 5:-0.13531799324900443
1 1:-0.3167851548526168 2:0.4126906144413209 3:-0.10880060672614185 4:-0.067054791917589 5:-0.11063335007259884
1 1:-0.35398322362265316 2:0.48029481248879385 3:-0.06059515538182905 4:-0.019325481953896766 5:-0.07593098735769788
1 1:-0.35056338554686567 2:0.4318388963627531 3:-0.05141962326664778 4:-0.04661549930709468 5:-0.08907982349835446
1 1:-0.3987618283310123 2:0.40908758417063396 3:0.10090016965589235 4:-0.050641664723570234 5:-0.049931950507530055
1 1:-0.37636795655179184 2:0.3820536629624214 3:0.043354383929754096 4:-0.059565299769800545 5:-0.1114117264298598
1 1:-0.4104912636268749 2:0.28833182328639934 3:0.2113309628059969 4:-0.1082168061041411 5:-0.11550725522642213
1 1:-0.3533711801647304 2:0.3723344937001535 3:-0.009658174579187573 4:-0.08117976844016006 5:-0.11113918668824906
1 1:-0.4274367721403836 2:0.22492470174777923 3:0.32108234042986333 4:-0.1499777927539166 5:-0.07194237810480336
1 1:-0.36679967292615284 2:0.3959276326417839 3:-0.023316602759740006 4:-0.04613580099645364 5:-0.09642459119874083
1 1:-0.42883063342333383 2:0.3133485935746652 3:0.2083806425394931 4:-0.07300646392688331 5:-0.04639294618955603
1 1:-0.4130909329779936 2:0.3236677872525117 3:0.14970069562367846 4:-0.06499114731812845 5:-0.09377480454907243
1 1:-0.3869165689993287 2:0.30839984516998853 3:0.09965123527719913 4:-0.07744261446880128 5:-0.10898422611882853
1 1:-0.40934617648361754 2:0.38564881224342307 3:0.09036025453936479 4:-0.02231651373700085 5:-0.06242102808068493
1 1:-0.32944484716662964 2:0.35836354999532233 3:-0.10970238985084613 4:-0.06724735954404895 5:-0.09995019667146544
1 1:-0.36097872411443255 2:0.41591599063931534 3:-0.06449264761334401 4:-0.006581553446846475 5:-0.06202276895305576
1 1:-0.40553271585400064 2:0.22600764611778693 3:0.1963414107659634 4:-0.10156655297890224 5:-0.1066443908510663
1 1:-0.3674796741408883 2:0.41443480331037985 3:-0.07229145823704577 4:-0.002782358543644799 5:-0.03929014348959826
