1 1:-0.13261621154958889 2:-0.10701138423386997 3:-0.05440705142562071 4:0.07561402271886455 5:-0.07692382791808913 6:-0.025930310983570376 7:-0.01618457133638879 8:0.050015437047151196 9:0.016356427083948966 10:-0.03223145321518659 11:0.014614086464924394 12:-0.0019016273939729024 13:-0.03543902457187698 14:-0.014125285201746511 15:0.014945888518233343 16:-0.02739874185500773 17:-0.008934602581961562 18:-0.006676170941943165 19:0.001232180060400427 20:0.013487914505741903 21:0.0019759255911770317 22:0.013542333165166023 23:0.016996002767331948 24:0.014657940307288599 25:0.01745013038886019 26:-0.00497788560728323 27:-0.002496606290074762 28:-0.004470880551925795 29:-0.01716833096332481 30:-0.011904965289684715 31:0.010425486440712211 32:0.007339407271956719 33:-0.0010569198459572694 34:-0.007339191478403544 35:0.011521532673172344 36:0.01592894840155858 37:-0.011259351633341406 38:0.00713559668613395 39:0.005311523583962672 40:0.011184605691001324 41:-0.001825825742152929 42:-0.000519605325296298 43:-0.003135112496876205 44:0.000513009189133942 45:-0.0010593505233619618 46:-0.0023985178983992406 47:0.0013294663891957135 48:-0.00682781614162991 49:-0.014916829380063121 50:0.009367937824154567
1 1:-0.09369690329826605 2:-0.24714037923908833 3:0.059085698427920504 4:0.009788791853932641 5:-0.059088094759164676 6:0.03311760479790035 7:-0.06915206772921483 8:-0.007117148750963485 9:0.08146239619126078 10:-0.04320212586916616 11:0.027216897673548485 12:-0.00319092694885058 13:-0.05059425866801312 14:-0.013939743906883134 15:0.009755859715314797 16:-0.026063133370384503 17:-0.005120518587100228 18:-0.006133356625513416 19:0.003431736851687051 20:0.024597703622537315 21:0.016209296905026628 22:0.020303809286105555 23:0.017627231668478426 24:0.021219484629733134 25:0.025021389266330123 26:0.0067950688271456615 27:0.00043284929627390907 28:-0.00545209781572044 29:-0.017505384470075123 30:-0.010209268168460527 31:0.007004265759753147 32:0.008113505521218605 33:-0.01527098526471274 34:0.0042016029570426 35:0.00042861162370972164 36:0.005746438604589926 37:-0.009462046434152781 38:0.006547790400393448 39:0.016932840921484452 40:0.01149722857505151 41:-0.010201391630077827 42:-0.00659504793367021 43:-0.0007955180875800841 44:-0.008169755295715952 45:0.005590094655868008 46:-0.005711060237366074 47:0.0009878751002019518 48:-0.011560228016722237 49:-0.010875488553534164 50:0.0006091409844189593
1 1:-0.05567967430277253 2:-0.08212587220260109 3:-0.2515751430823806 4:0.1322971865522199 5:-0.04585613928812568 6:0.18433104126158242 7:-0.02108146554942762 8:0.0949312353391556 9:-0.01503593245221629 10:-0.0006422914684843653 11:-0.04746734247956635 12:-0.00908231645876361 13:-0.030262938619102002 14:0.014346898586682887 15:0.007010287505526429 16:-0.0010029058756148123 17:-0.02063044892302336 18:-0.01042949928721644 19:-0.0014383640592216893 20:0.005826676640559662 21:0.0004139589016188584 22:0.016927057365938053 23:0.05135456676219033 24:0.02558553306411114 25:0.012130697844021194 26:-0.03160338535415686 27:-0.013869616599181574 28:0.019036357799092046 29:-0.015038662632028098 30:-0.006547823982133481 31:-0.022040341627692406 32:0.0021045728747172343 33:0.011070582898503115 34:-0.01322307511157852 35:0.002125709075301657 36:0.010071417877712357 37:-0.011062495098734281 38:0.007311142944169158 39:0.015349707787750438 40:0.013824641256201826 41:-0.00426379943758303 42:0.005979023607566778 43:0.029620557755437524 44:-0.0054453941773835515 45:-0.012323700092055594 46:0.013702831103207348 47:0.004011287467490087 48:0.005574411839979091 49:-0.013723998839239889 50:0.007655389063450259
1 1:-0.12960467073429532 2:-0.10759513071311315 3:-0.07192094751225464 4:0.1557340755878854 5:-0.05585133693816201 6:0.005125486643214198 7:-0.02658834183971705 8:0.05455039774574301 9:0.0011682530412099393 10:-0.0090084348280834 11:0.007954379156715236 12:0.022916693123508206 13:-0.01979711065571704 14:-0.01698290460950371 15:0.0059836044258442436 16:-0.0077456620776821606 17:-0.004347285464117977 18:-0.006208561574793571 19:-0.00038360952475843726 20:0.025518831518198126 21:0.011743345503086335 22:0.02118882367606796 23:0.007730263276993637 24:0.01672081243273688 25:0.025039206081873246 26:0.0018117259203367393 27:-0.002228618786298574 28:-0.002512670479891725 29:-0.0091775455891959 30:-0.012996419436163364 31:0.00270933663776623 32:0.010030332415805058 33:0.0036007783791183468 34:-0.0056946682603221145 35:0.00493929095239482 36:0.0013582839527565786 37:-0.007626920656481032 38:0.008440518424690666 39:0.00699162887694553 40:0.012504130659586322 41:-0.002011034828905506 42:-0.0034881014922788786 43:-0.0006887028789070559 44:-0.0024084260005098356 45:-0.0007958574761744168 46:0.004157938976458034 47:0.00045214263400044155 48:-0.0024677742653101825 49:-0.006605085971508004 50:0.005661340187482442
1 1:-0.15907003261500324 2:-0.28585915976654663 3:0.2699599799805732 4:0.05346829003951352 5:0.04880143576735223 6:0.028149043999549046 7:-0.0560410127968315 8:0.09987398999043087 9:0.025484899452141604 10:0.0704610037105786 11:-0.07192238681619677 12:0.029318825982740826 13:-0.03487096736668921 14:0.03034473475236195 15:0.05328825384926737 16:0.006949036460771608 17:-0.005617750673494701 18:0.012793572359432421 19:-0.01424422573710847 20:0.03296673475778366 21:-0.011786878960640693 22:-0.0032259072255184174 23:-0.012336040648573153 24:0.017540727259739472 25:0.03609418362213653 26:-0.005434332754350891 27:-0.019468286347855107 28:-0.022890743710154225 29:-0.008916396417423077 30:0.006882017240426084 31:-0.00407494398696696 32:0.020339449077853382 33:0.008539837723371 34:0.002348492106565906 35:-0.002025714505787011 36:0.008143062456003304 37:0.0021146358675396557 38:0.0048910560047191205 39:0.00782102156208989 40:0.013213260651690968 41:-0.0007209195773849927 42:-0.004021381901777681 43:-0.0183358580248428 44:-0.011759114821319012 45:0.014532408742958674 46:-0.0006917874878802485 47:-0.007417183203588943 48:0.0021719428770512143 49:-0.00717375717240343 50:0.00039860771396507504
1 1:-0.12243953439023045 2:-0.21554075807820997 3:0.07530085056133787 4:0.13362110104959363 5:-0.032833103798141985 6:0.05068009044459692 7:-0.053514149995630714 8:0.026009071823325965 9:0.05936034087986608 10:-0.029445756146452867 11:0.013324921546970899 12:0.013533361674783365 13:-0.0200377423756637 14:-0.015902930905042745 15:0.00206229279958659 16:-0.004605794204075284 17:-0.00240385583754444 18:-0.008705070098739682 19:-0.0016675463993747924 20:0.031580662062117015 21:0.013183406083927582 22:0.018201616389268087 23:0.013930171158706397 24:0.005980194396580783 25:0.02763160985173821 26:-0.007752883112204427 27:-0.018479908208718428 28:-0.003781262979646491 29:-0.0103035041015696 30:-0.0024900796138359184 31:0.01022273092993937 32:0.012098364027512187 33:-0.002665113763937823 34:0.0020031856317313506 35:-0.004465253416215394 36:0.0007965984374648186 37:-0.014212910559837422 38:0.006272294365768224 39:0.004027379761106871 40:0.012613173451788888 41:-0.010974947564124295 42:-0.01454156529503853 43:-0.0019830418417959173 44:-0.003338828405379746 45:0.0021349218911305683 46:0.008493993662684388 47:-0.0022070160234914753 48:-0.002681858455474186 49:0.0007400049880293257 50:-0.0029095159822294017
1 1:-0.10289713278171685 2:-0.17239289298628246 3:-0.02163975172198878 4:0.16959287154301692 5:-0.046913595254950896 6:0.10469923885120176 7:-0.048947669970413485 8:0.023679693843440704 9:0.07374095716366907 10:-0.04772292533457103 11:0.02158859206711442 12:-0.0014386732693375016 13:-0.01596350630945247 14:-0.012230125149315117 15:0.0007886590729699679 16:-0.009989656845459795 17:-0.001131526470696055 18:-0.00731808197252615 19:0.00022966858871009905 20:0.023842852421659268 21:0.023815258310215255 22:0.02667377540918356 23:0.026283003849483556 24:0.016852110442687473 25:0.012458913920273079 26:-0.008331624358947234 27:-0.011494005661968775 28:0.0005481196112220171 29:-0.0003784103860630548 30:-0.01652559162443436 31:-0.0034400283925155716 32:0.004912269984982141 33:0.0031171036139692465 34:-0.014453229299785165 35:0.00032542834396709006 36:0.009230697715427352 37:-0.01551289601860955 38:-0.00395976173984328 39:0.0019966984277948576 40:0.009970451851121125 41:-0.0018321705518134094 42:-0.005967967285929139 43:0.007510287339295559 44:-0.002416003317621123 45:-0.001314089113582188 46:0.007311237698318829 47:-0.0022006118364478154 48:0.007308512143830928 49:-0.005220302314802156 50:-2.031845237399077e-05
1 1:-0.17811343980356265 2:-0.09144938221070265 3:0.03394039151883964 4:0.22284244515755103 5:-0.02957946814410016 6:-0.05406235932621483 7:-0.014802025872083376 8:0.06840528456781872 9:0.004602732411527822 10:-0.03461478413844788 11:0.01389470893946662 12:-0.001995337635469637 13:0.004604461367805677 14:-0.009976135995461408 15:0.00034233322710904013 16:-0.0019189520635579816 17:0.01244303219190878 18:0.0012558802942522732 19:-0.006228543555560273 20:0.024591388469841692 21:0.0047028730477495905 22:0.0064947605901285385 23:0.0009262068239700603 24:0.008561942300823442 25:0.013115604281370197 26:-0.0018396894402416147 27:-0.013355621487169036 28:-0.0027114237484331845 29:0.002489165212087273 30:-0.00659340968755463 31:-0.0008286896630507433 32:0.008106600298343699 33:0.006623525954117557 34:0.0007993580813933777 35:-0.002927160287583117 36:-0.003168289265102004 37:-0.0010998885054178077 38:0.0070993936132861864 39:-5.322365387755174e-05 40:0.013083293276885982 41:-0.009120767087671912 42:-0.012598068685307757 43:-0.006868621684698158 44:0.002552906900842095 45:0.003910293742249528 46:0.00607497271168503 47:0.002594964582797149 48:0.0004511594584957722 49:0.010526981463965603 50:-0.006040528598928888
1 1:-0.1159438706794154 2:-0.1296131833970686 3:-0.040693970195629724 4:0.20152599438364427 5:-0.02599332188875915 6:0.08294057068773013 7:-0.039178764442169486 8:0.028992562815011096 9:0.06642710278381596 10:-0.032732879798174214 11:0.012382406065671935 12:-0.007420926408377177 13:0.0037696719683882806 14:0.0015247091279777694 15:0.0022113352387553298 16:0.009224360681284745 17:-0.007401118237049745 18:-0.017912365612892164 19:0.0019933414585429268 20:0.01675999003558202 21:0.0060933687307199395 22:0.01290183831661874 23:-0.0021882368952766164 24:0.014622492507296931 25:0.014929501703524596 26:0.01339469229529407 27:0.00037583146198164746 28:0.0038201595073706317 29:-0.01327436687357108 30:-0.004320643949503784 31:-0.00327528670311647 32:0.0038223344020262904 33:0.008157745896800897 34:-0.010855613441593052 35:0.0015839140970179653 36:0.00472946941625762 37:-0.006586656651313735 38:0.00400991080915825 39:0.006251727094020934 40:0.00922072007629382 41:0.001995450067208107 42:0.0002824602768462005 43:0.007896298915048785 44:-0.00387162065371018 45:0.0019694290607524083 46:0.007597417332314288 47:-0.0030871967039547907 48:0.005265909192789792 49:-0.0010926650046762824 50:-0.0020569533747782955
1 1:-0.1565465316853735 2:-0.07053803896641717 3:-0.06243820839274182 4:0.23475146126025348 5:-0.01805907182446731 6:0.013869987549816535 7:-0.02070551537679083 8:0.04070376082031723 9:0.03544075566041659 10:-0.025293858118201742 11:0.027748992656496236 12:-0.0003077417291156709 13:0.04732947585378032 14:-0.0025087970197632823 15:-0.0018480200816758455 16:0.022278287729612652 17:-8.194272442486016e-05 18:-0.016986427137829125 19:0.010601897416839498 20:0.014540576118422847 21:0.01233243942101885 22:0.01936571487845643 23:0.01837736141115534 24:0.0068148537626419176 25:0.006471978525713814 26:0.011318907568113445 27:-0.0007366814732136812 28:-0.0006452882887554197 29:-0.004952081662464689 30:-0.0026584756844797728 31:-0.0035310230316865 32:0.0017063612689726564 33:0.0006083165200067072 34:-0.003659646612353085 35:-0.0013450795500028132 36:0.004053078526551629 37:-0.0027587614724531905 38:-0.0015216929467760931 39:0.0043236841836801244 40:0.010840201367639905 41:0.0009364317262767516 42:-0.003243554281216133 43:-0.004305504135061629 44:0.001533442192402173 45:0.007058130493589006 46:0.0022204611011010355 47:-0.006457809528852589 48:0.003648099619938925 49:-0.0015024928344349008 50:-0.0015367438869460228
