1 1:-0.14283963730825303 2:-0.21089507037877106 3:0.013674135721020312 4:0.10420847137063756 5:0.003374073386800576 6:0.03239905948302774 7:-0.03180534658112374 8:-0.046717741434360596 9:0.010058006700143634 10:0.001507679955778702
1 1:-0.15492106071066727 2:-0.17598277747364427 3:-0.02428419687960592 4:0.10578222864554611 5:0.012713976052509039 6:-0.006638666629542029 7:-0.031829958384601016 8:-0.04278485507923358 9:-0.027793546950251817 10:0.011968345995267738
1 1:-0.10001593632648084 2:-0.17776709145550684 3:-0.13414541137974836 4:0.09197658545793871 5:0.014876626706769917 6:0.10572191831980782 7:-0.0288243065759446 8:-0.05848615185869664 9:-0.022401877042981293 10:-0.014127835954103277
1 1:-0.14777131355043516 2:-0.03177422653229338 3:-0.20568421030119288 4:0.1591561935885426 5:0.0138607563903503 6:-0.04548563962641971 7:-0.01419435613122872 8:-0.010670399798186476 9:-0.07591874352736296 10:0.04238338963701409
1 1:-0.17830044063908407 2:-0.15146538027688652 3:-0.009945772120991049 4:0.1176815855113901 5:0.017416574085417684 6:-0.043786363245820144 7:-0.031087055694778647 8:-0.022290030740070577 9:-0.0527469241381057 10:0.022089921719398248
1 1:-0.17575027294983864 2:-0.2794334575696306 3:0.13559477788356636 4:0.046047441829990494 5:0.04751786463072302 6:0.016675525676246798 7:-0.047970284154539855 8:-0.015671074083412118 9:-0.04251722909642111 10:0.03875998949766237
1 1:-0.10906344044989627 2:-0.2736730058811975 3:0.03535811323963817 4:0.02084680052258512 5:0.04099557781228722 6:0.05455129088784804 7:-0.08128039519956429 8:-0.08931209100259752 9:0.04745894987884002 10:0.0011724600429260934
1 1:-0.17682520959332507 2:-0.1480334699501312 3:-0.024477652387151473 4:0.10102591167075178 5:0.009411782372728744 6:-0.0565191210874181 7:-0.02062537875283605 8:-0.025187938765391292 9:-0.08479870115262994 10:-0.0015132928640802525
1 1:-0.10773934772990246 2:-0.053013605643392074 3:-0.2737754722842603 4:0.11787695340550002 5:0.011803678308989578 6:0.03933554306121893 7:-0.005511283640787759 8:-0.03325524371240174 9:-0.06750896021712788 10:-0.003957141518788673
1 1:-0.16243118382311647 2:-0.1623034897848208 3:-0.033995510861363584 4:0.08477681136484767 5:0.006269716563288204 6:0.0006998877778527995 7:-0.012687905571535289 8:-0.012445658102343814 9:-0.04435113975057972 10:-0.0002055243772561277
1 1:-0.10386614477149111 2:-0.09562923982375868 3:-0.20728603275750784 4:0.08212048368125643 5:0.005345755667258944 6:0.034808024948367225 7:-0.019452834531417548 8:-0.043414092244069266 9:-0.02320692324168133 10:-0.010325589913977981
1 1:-0.18534881124398486 2:-0.12546752535278147 3:0.0005357636274133945 4:0.08777817781562744 5:0.020738215160294768 6:-0.06891359016621225 7:-0.012177885861173025 8:0.018628303040790845 9:-0.05539181494383552 10:0.032520232484384744
1 1:-0.17473875502272967 2:-0.16987497388127404 3:0.020690374307465325 4:0.062346323787442676 5:0.004076676698276483 6:-0.0340164210782728 7:-0.015427688250221961 8:-0.003877670014622886 9:-0.05129173793463677 10:-0.004911589961079995
1 1:-0.13244672021459825 2:-0.10761356619684033 3:-0.1314742795962563 4:0.08443138114756878 5:-0.0056578860558257615 6:0.013195034388801735 7:-0.028487322472480286 8:-0.015102792250425007 9:-0.015613442762697105 10:0.016889539306130942
1 1:-0.10641217356928248 2:-0.28044841806098664 3:0.07319810685157695 4:-0.021788318953796192 5:0.027522570577460204 6:0.046978261402845126 7:-0.08302799182983926 8:-0.0689608687841532 9:0.05790047620932065 10:-0.004541941589524439
1 1:-0.14061223040952256 2:-0.3020589286780067 3:0.14364746629648753 4:-0.030014700352442174 5:0.024557538486779988 6:0.001937367564597216 7:-0.07434487582147159 8:-0.03164970952838671 9:0.0012085941821685028 10:0.016725388276592514
1 1:-0.16881965800079723 2:-0.22926412502614835 3:0.09876208412743183 4:0.01741951124358442 5:0.0044865958994322825 6:-0.031035549278744592 7:-0.0291262122704058 8:0.019046678359824487 9:-0.06285195403938519 10:0.010965926720583753
1 1:-0.1453893963874821 2:-0.2172144627883407 3:0.02659985120530973 4:0.04003787241346705 5:-0.01817132761473836 6:0.012494821026703575 7:-0.029400356615785078 8:0.006454026525967296 9:-0.033257427945773944 10:0.01638599296603089
1 1:-0.14019808446358267 2:-0.24953898114599413 3:0.09490086009130386 4:0.006186469424796839 5:0.002706004736193081 6:-0.008277622388188344 7:-0.037278687116762896 8:-0.0035758921894468425 9:-0.03739329575367936 10:0.00605277544901597
1 1:-0.0977380290558997 2:-0.2517626507001869 3:0.02027031548664943 4:0.017641388051377164 5:-0.02418827717906745 6:0.04355848631818493 7:-0.057480571980219324 8:-0.05929721038376049 9:0.02680188030566223 10:-0.031109279533764446
1 1:-0.11357377434784896 2:-0.10516405841387512 3:-0.14288091172107462 4:0.12974307309240257 5:-0.03813883130220072 6:0.036298560524455216 7:-0.023436366182017204 8:0.005219385592820543 9:0.015365375904082705 10:0.021050000108872098
1 1:-0.15780872356507056 2:-0.05846007321114806 3:-0.06792821158880374 4:0.18184658893125222 5:-0.02904992302100799 6:-0.05989921993071116 7:-0.01622022760723344 8:0.034465513620697046 9:0.016616345620662033 10:0.012035204694808755
1 1:-0.21349144129337103 2:-0.14692231227156166 3:0.16686232832097136 4:0.15179983963242752 5:0.02633076708948017 6:-0.06927650062210612 7:0.012227041267467972 8:0.1078605371838592 9:-0.031145267849430225 10:0.04921415727656059
1 1:-0.17659233635700733 2:-0.07028632250024658 3:-0.013039045551100227 4:0.19298770707548826 5:-0.026805281875513474 6:-0.09838382725838654 7:1.7454876481207138e-06 8:0.018815372179234128 9:0.000638807680531199 10:-0.017054992859594956
1 1:-0.08852262784457363 2:-0.289897786353235 3:0.09388026908013627 4:-0.004867955928550867 5:0.0055236960255741485 6:0.03188014754146086 7:-0.0638866230597194 8:-0.0726851583331744 9:0.024487587894988425 10:-0.004007704437792288
1 1:-0.09743738097800181 2:-0.20058188586710188 3:-0.031172048590070486 4:0.04256233797063146 5:-0.012706641038033218 6:0.009886298997684569 7:-0.036622401306773446 8:-0.05582019094246623 9:-0.021509663939320873 10:0.016210548078877358
1 1:-0.09925282436010563 2:-0.15545360386808513 3:-0.07156043207891079 4:0.06838416084669571 5:-0.004484225265566206 6:0.0063998359926661745 7:-0.031228548560157107 8:-0.04307521778678128 9:-0.021785648216260275 10:0.016425861132981483
1 1:-0.05333300205690476 2:-0.14743408707373462 3:-0.18505157510689907 4:0.056297726958066154 5:0.000316258636776914 6:0.09683242374069191 7:-0.02594241021849728 8:-0.05505714018899281 9:-0.025920896182965905 10:0.018356502375826984
1 1:-0.11333834897687334 2:-0.196866632511733 3:0.0015362255148710525 4:0.008321660692180995 5:0.00412028699860602 6:-0.03742807590305811 7:-0.032074001103401424 8:-0.05675515507857708 9:-0.05901693493790636 10:0.005353156216752771
1 1:-0.06205305951621242 2:-0.3056673989508251 3:0.09605654878857235 4:-0.08478395551332225 5:0.06107584737393184 6:0.014161384490986216 7:-0.09666544245752423 8:-0.1054869651933698 9:0.05760621746893974 10:0.030183408594563137
1 1:-0.11277111218257461 2:-0.23898670320532908 3:0.05384731066469025 4:-0.038465109856965385 5:0.025597282975096246 6:-0.010776558049289637 7:-0.028156865299636707 8:-0.04849469064544574 9:-0.06019493656550262 10:-0.001590818566485441
1 1:-0.0936862926257443 2:-0.09057006290715225 3:-0.16845310823549484 4:0.03791175835378566 5:0.0074582678212107385 6:-0.02616068972797393 7:-0.012416382402165964 8:-0.036627140591837734 9:-0.05979723205672312 10:0.0159893709586848
1 1:-0.10637105142599745 2:-0.3007339451828998 3:0.1618860586417386 4:-0.08105668830893041 5:0.06717699896794989 6:0.0017090120530875042 7:-0.0672903650347623 8:-0.05110921869824415 9:0.017155399889920847 10:0.033736129933800776
1 1:-0.15316514032761977 2:-0.10871961947536164 3:-0.04562118942524416 4:0.05017879919673868 5:0.0008652776037992964 6:-0.09015563436282341 7:-0.0003432553333642084 8:-0.0054749155400421745 9:-0.10448813614940532 10:0.01152784685972772
1 1:-0.1564689674425004 2:-0.20600317715047717 3:0.07023537216246839 4:0.004389829020054439 5:0.01978795118848347 6:-0.03970624956583689 7:-0.017820815097391182 8:0.007608868755107459 9:-0.09676087961131816 10:0.041792218355827325
1 1:-0.10250700533249434 2:-0.22063782766808898 3:-0.010223662987024016 4:-0.01256727640095906 5:0.005690906943378447 6:-0.007937379508759113 7:-0.051510053319864364 8:-0.06749734623074988 9:-0.031427509385964704 10:-0.004034487518398324
1 1:-0.05989282459248739 2:-0.1574898656650011 3:-0.18549254730844542 4:0.0031389268561326294 5:0.0030812499827927876 6:0.04757439327770485 7:-0.03614429863577894 8:-0.06810865081202087 9:-0.05145626520558029 10:-0.003552522768845481
1 1:-0.12712066398574298 2:-0.26662498459601164 3:0.07897649244884904 4:-0.023788552371673908 5:0.02583129568667133 6:0.0028654481200545605 7:-0.04113589576033081 8:-0.04055013094807379 9:-0.06593984404768195 10:0.009176113123392308
1 1:-0.1485969108691674 2:-0.1336750220545536 3:-0.06016687562942879 4:0.04004795641972339 5:-0.00011852402367401767 6:-0.0965707854387568 7:-0.017657910283657118 8:-0.03411492350890865 9:-0.11034477407508586 10:0.020963999447755042
1 1:-0.08889723862817994 2:-0.33281216689985715 3:0.13711660308805795 4:-0.10602057021988474 5:0.07240713474896444 6:-0.015389307299707566 7:-0.10236990701293147 8:-0.09939370157677653 9:0.03212758849901948 10:0.05515187734098032
1 1:-0.06634216924645958 2:-0.1735140088154148 3:-0.17103880104598734 4:-0.006326858647523638 5:0.01235107349208877 6:0.05318622361756812 7:-0.03080060296605961 8:-0.08551241057510697 9:-0.03751182398615981 10:0.0014172997647969813
1 1:-0.12482568203015501 2:-0.09471817209153352 3:-0.17115027017275067 4:0.05057732593824665 5:0.0024058747918646057 6:-0.039074358560681394 7:0.004953601800808408 8:-0.03929115490467858 9:-0.10204946389875375 10:0.011892227514504894
1 1:-0.12905739010084338 2:-0.19211042982639454 3:-0.049820623451713224 4:-0.025111073520164652 5:0.007044292236094462 6:-0.030461696979041362 7:-0.006890957650104907 8:-0.05038993613189664 9:-0.09722099766016956 10:-0.003788111927711421
1 1:-0.08445397717141613 2:-0.09872627114085292 3:-0.23430119833694357 4:0.002901239617729789 5:0.011825203350331784 6:0.0030171096821023603 7:-0.000673001714975488 8:-0.06705840242448896 9:-0.07482368596806373 10:-0.01677675695086712
1 1:-0.10640869790986124 2:-0.19484671339301798 3:-0.08768726895158797 4:-0.03440040185800263 5:0.016881021280527077 6:0.002933794971406587 7:-0.031175270940224563 8:-0.06835726150736603 9:-0.04051112299568294 10:0.01968131182190697
1 1:-0.08067949990681622 2:-0.16290909374040313 3:-0.17952064021641367 4:-0.038118399145530175 5:0.01566386753883762 6:0.040601072845745025 7:-0.014686249569030958 8:-0.06573949348811953 9:-0.05696708424772955 10:0.0016344529946213972
1 1:-0.0615213831478849 2:-0.3171243086352323 3:0.034135487742655186 4:-0.12962698416934537 5:0.05626950657426405 6:0.03407938740896274 7:-0.09171822148864366 8:-0.12497397177226055 9:0.06424605071001657 10:0.00823818322203121
1 1:-0.17272896037750585 2:-0.26549576946612585 3:0.11073863407470938 4:-0.07111512232037429 5:0.05242387331964652 6:-0.03737746083299631 7:-0.013624028058242709 8:0.0066758263962288615 9:-0.11257746441228449 10:0.05579184944705055
1 1:-0.18533870895350124 2:-0.22863850704724112 3:0.06913950227058098 4:-0.032477592338179526 5:0.031405569128290185 6:-0.053187428868792644 7:-0.008989693628975384 8:-0.011189553277972247 9:-0.09431081132972732 10:0.0384603592712443
1 1:-0.09393497537325188 2:-0.29169046175166763 3:-0.02981657625979281 4:-0.07126031240493967 5:0.02039693851233908 6:0.08916714187204634 7:-0.0495397796489087 8:-0.11652717339524646 9:0.049568961937002186 10:-0.01672442979177412
1 1:-0.14193634038918937 2:-0.17291237816863214 3:-0.08708355787238076 4:-0.015515569417684623 5:0.015400078441611391 6:0.00495048971114386 7:-0.005786625990202686 8:-0.041490054023905744 9:-0.04211298441901491 10:0.02326462683606812
1 1:-0.14097091312321225 2:-0.21056081790084163 3:-0.019764563794677316 4:-0.06370566166287206 5:0.012534975180859633 6:-0.021532770308719144 7:-0.01780182189189363 8:-0.0563449551946221 9:-0.01966152833342922 10:0.006412792266009033
1 1:-0.1309556304675166 2:-0.21578639660206403 3:-0.033948383553042236 4:-0.09570926378471327 5:0.00021868475808969412 6:-0.011490195376909842 7:-0.012116957729595123 8:-0.04704139003632305 9:-0.042670346728199054 10:-0.004747449052968308
1 1:-0.10413000882022781 2:-0.19026452778571068 3:-0.110868341457159 4:-0.06851875471730161 5:-0.013274892021126545 6:0.017726175454178452 7:-0.013485812352759027 8:-0.07317481393744849 9:-0.021265576665482823 10:-0.05249409228430291
1 1:-0.11111558529431048 2:-0.24546400941568924 3:0.0018611966756700736 4:-0.10965326472238922 5:0.013628640645339113 6:-0.005028096530432397 7:-0.043507995776718156 8:-0.07008038767781395 9:0.017015271984990872 10:-0.014093336618250608
1 1:-0.13519218985700765 2:-0.21847376527740653 3:-0.0016961466775362649 4:-0.07632252107177967 5:-0.0030990996782507534 6:-0.028358545026099892 7:-0.018942448236322858 8:-0.0420881953476675 9:-0.025233149103001958 10:-0.02753862396325407
1 1:-0.15422086284737488 2:-0.17789691827781867 3:-0.03449209203491294 4:-0.05498549467780404 5:-0.01704310342414049 6:-0.049679689218632854 7:0.003468133589933243 8:-0.015261584194803562 9:-0.0759946123235736 10:-0.016929678067255358
