1 1:-0.18612682433857095 2:-0.0789931105381486 3:0.038301843995000126 4:0.23419991756727224 5:-0.0005337830699669935 6:-0.0180220502166096 7:-0.008068594302708905 8:0.046668565632018155 9:0.05069219568563743 10:-0.05924813648017159 11:0.023558363894457153 12:-0.04340032222506386 13:0.04088894493420545 14:0.01021625163861712 15:0.010950301110288994 16:0.008445932435499619 17:0.007158796185862635 18:0.007085375156171811 19:-0.008961852488791808 20:0.011736093630856512
1 1:-0.22516386839566174 2:-0.009131915514591023 3:0.03688683084263965 4:0.2731403262096449 5:0.0074693094585767394 6:-0.13061639650159285 7:-0.0013079352068972525 8:0.07324741593862495 9:0.036128622750642644 10:-0.0301070029658603 11:0.02963138004920652 12:-0.030721783559909056 13:0.062131828252244226 14:0.009212195251517685 15:0.01279692335499304 16:0.0194816325261757 17:0.013616449183534718 18:0.008439315711819533 19:-0.003196924955102938 20:0.012575208533416732
1 1:-0.17906551444118687 2:-0.10531131817772403 3:0.02784813732506109 4:0.2275453170691197 5:-0.010573470215706768 6:0.1014774901573007 7:0.0011761298557997138 8:0.06564074602354945 9:0.07823003432586724 10:-0.049440892825098864 11:0.041717166084115354 12:-0.03313349183883996 13:0.05716452880508395 14:0.011528553959170334 15:0.03181501801208749 16:-0.005372495909456253 17:0.017844477208398383 18:0.02477595511705291 19:-0.015896063285853343 20:0.010549208092680142
1 1:-0.24567114507378038 2:0.0003243647037339927 3:0.07371858747363225 4:0.27684111305117787 5:0.02609372582654785 6:-0.1320936171191289 7:0.00837602474795408 8:0.09948315416604595 9:0.029989831766667197 10:-0.014224350252111422 11:0.013917525552725515 12:-0.031156400222236473 13:0.06292950372296739 14:0.018111830910543518 15:0.016458097473812897 16:0.01771918091656246 17:0.01480178221657296 18:0.012457597937249428 19:-0.002180096084526319 20:-0.004838916939021501
1 1:-0.2239509469710492 2:-0.05243830309252778 3:0.057976113301542155 4:0.260796635065318 5:0.008656083688015239 6:-0.020677822128458107 7:-0.00023580722988720756 8:0.07116853139295051 9:0.05904264974845954 10:-0.03122137075795486 11:0.03280261860988944 12:-0.033912655815509535 13:0.06301146002638765 14:0.010343878867251272 15:0.016744888929468144 16:0.006115192028011615 17:0.01618596072339312 18:0.005957113013787594 19:0.0062714729723752135 20:-0.015407960951072643
1 1:-0.22691107019243253 2:0.07994142892044331 3:-0.06261757301589035 4:0.3169721761359905 5:0.015444858431343845 6:-0.16975557045707307 7:-0.0269756400763062 8:0.058040268075088795 9:0.07496843210336253 10:0.003651811509451647 11:0.03349797202455372 12:-0.03683858378786055 13:0.06155837801907327 14:0.01860631993243153 15:0.008723792911304047 16:0.017537715234564103 17:0.008722251207835216 18:0.002424271377521165 19:0.021084242053220716 20:-0.023243033960398368
1 1:-0.21880195851087286 2:-0.05046297195207882 3:0.005263568852696146 4:0.2697358347041781 5:-0.0021251198976018487 6:-0.01061062861790752 7:-0.009373993517575847 8:0.06102564519052035 9:0.052943213704235687 10:-0.03637713469874632 11:0.0453437762088854 12:-0.0372147760335961 13:0.06856920195694385 14:-0.0010827393197674322 15:0.004917098841499134 16:-0.0023618998533743475 17:0.015734802072303232 18:0.001302886066993413 19:0.012855439999820157 20:-0.017099009060872798
1 1:-0.2278245061901164 2:-0.09368204784944577 3:0.08702147741455055 4:0.24761345042490968 5:0.012547529187804298 6:0.017470268366330845 7:0.00038356345925685126 8:0.07226557867011676 9:0.05050006598678608 10:-0.05417933315499036 11:0.026150981748555444 12:-0.06404717566808342 13:0.059495920328227266 14:0.014610688766764138 15:0.020736721552435868 16:-0.009885399706356823 17:0.009800955559594343 18:0.012991453688285953 19:-0.0004783967760919371 20:-0.017568893980098317
1 1:-0.2483272670948092 2:-0.09243543253642755 3:0.09929973429915188 4:0.2516051840786907 5:0.024859029638139317 6:-0.017734366484354717 7:0.004345694548895163 8:0.08823946288581067 9:0.02779839238018675 10:-0.021946636071475865 11:0.017426496158602835 12:-0.041970394799128855 13:0.06460698410585136 14:0.013000545384133026 15:0.01615041275994593 16:0.0002865425776051988 17:0.007701985156948329 18:0.006456049436555985 19:-0.003860486773748224 20:-0.005947240820780273
1 1:-0.25782094583913095 2:-0.16613395505069042 3:0.20596979116266134 4:0.20978009842252454 5:0.056438073378533994 6:0.06030956574148595 7:0.024492532959642092 8:0.1354831762186934 9:0.006281926816807488 10:0.0013050220127922615 11:-0.031189032849064578 12:-0.041199186218760536 13:0.06574851018474248 14:0.03483208332107944 15:0.028502533474707308 16:0.025337056399102154 17:-0.014537628040225438 18:-0.013674203004354313 19:0.007321382862273612 20:-0.010944281312366095
1 1:-0.2688909873183544 2:-0.09189215938281241 3:0.10774611472476137 4:0.25472185720855894 5:0.02418451669836503 6:-0.05939706531620486 7:0.009142581975406537 8:0.09685601546293299 9:0.00889817899265695 10:-0.004937858249483427 11:0.02117891159547846 12:-0.013786095023200565 13:0.08309107330104455 14:0.00045724987444881963 15:-0.001885590017612477 16:0.019258355864336732 17:0.007744114992560485 18:-0.008497694315831809 19:0.014459694823229351 20:-0.00434584999946425
1 1:-0.23016390933367717 2:-0.21251309087020723 3:0.16050870293443972 4:0.18275637612555712 5:0.028191119975341163 6:0.09696085246210982 7:-0.005821553652349458 8:0.06581521402426942 9:0.05863968949710617 10:-0.03235045100261251 11:0.007142481721714352 12:-0.030606772310366615 13:0.05265450950657017 14:0.010326295460084647 15:0.009181977138130484 16:0.004398057513859195 17:0.003682625423806936 18:0.0027930555027367424 19:0.00723571526959386 20:0.004236513071100881
1 1:-0.21494236808961176 2:-0.1441843064243873 3:0.010545643243448949 4:0.20455131721428704 5:0.01120377050173006 6:0.033144880157484666 7:-0.01604473828142574 8:0.033598351985683596 9:0.013895328625843128 10:-0.02163762689280472 11:0.0067382618487736275 12:0.0009339506132992562 13:0.04034386497374378 14:-0.012120414588628597 15:-0.025430942270139034 16:0.008546685449317661 17:0.015438836364237426 18:-0.006986406689448028 19:0.011719748143333823 20:0.009733195267159288
1 1:-0.1810546744866553 2:0.01202106233694155 3:-0.22060012641606672 4:0.25965350039754337 5:0.006894079963891178 6:-0.007842921753822514 7:-0.0179645658295873 8:0.02752583408673267 9:0.010806311252962816 10:0.005991897438753757 11:-0.008911934995361658 12:0.0005764500197065273 13:0.043743090893611634 14:-0.0007297523219696352 15:-0.039461939960454336 16:0.03897953714506166 17:-0.011826070283602432 18:-0.03577573821999687 19:0.017281970974914383 20:-0.002726345244740259
1 1:-0.20137942303046108 2:-0.24951496824928104 3:0.14328177606789952 4:0.15974781084349163 5:0.031306637309737956 6:0.14487078538565 7:-0.03446356887326066 8:0.02712787285237038 9:0.10196772139313617 10:-0.04718617052772507 11:0.008693840798938878 12:-0.03723508495564576 13:0.03005302702701389 14:0.011479171468880334 15:0.007687139471811849 16:-0.00021966393002400067 17:0.006098654628432452 18:0.010053809983621658 19:0.0049952549787004785 20:0.005454001409400468
1 1:-0.20107217263646138 2:-0.19522349587077126 3:0.06502881877843036 4:0.189785388715102 5:0.0129650379228471 6:0.134600238221839 7:-0.023371484277234462 8:0.028623753844089703 9:0.08072444427485358 10:-0.05072072807051787 11:0.025557274403036595 12:-0.03435450488270727 13:0.03859059559621435 14:6.808304693308679e-05 15:-0.002698365605301836 16:0.001670715943383548 17:0.0025673781597780687 18:-0.0022116838325570106 19:0.0045587498032243125 20:-0.005679141005542825
1 1:-0.3120821360894223 2:-0.08069695101754228 3:0.20436230968457564 4:0.2233656855535616 5:0.09226160145931736 6:-0.09560167083522857 7:0.024216086003060314 8:0.17845783646188493 9:-0.04418474768335028 10:0.07082913413132734 11:-0.057210692884332406 12:-0.011874627550052703 13:0.06878771303772223 14:0.03419329972374699 15:0.02249734921145701 16:0.03941967911897581 17:-0.0045151220162575065 18:-0.004119699161681128 19:-0.005943155475777031 20:-0.016325003304920652
1 1:-0.23168071313142316 2:-0.2341599720178515 3:0.1582795018729276 4:0.17205308064265618 5:0.03004904827823923 6:0.14621418995531515 7:-0.006850209088769958 8:0.05917083046730709 9:0.06087934222345884 10:-0.04374660081492927 11:0.011042273670565667 12:-0.04752594740249417 13:0.029006938080031994 14:0.010772740598337431 15:0.019557782283133165 16:-0.006874352837451851 17:0.006558989516338518 18:0.015147204670838254 19:-0.012700601195340677 20:-0.0012717765569164492
1 1:-0.20718811428473846 2:-0.10151516199992029 3:-0.058809242334301834 4:0.2246033647864637 5:0.0020772696598740543 6:0.07361252405353114 7:-0.02284500096424434 8:0.035183118323112036 9:0.06179261508370358 10:-0.008744523986114337 11:0.033006062813299694 12:-0.00965942399570063 13:0.04171285375745685 14:-0.004314972820899923 15:0.000626838513054952 16:0.00441331846416065 17:0.006281031903343086 18:0.0024422500511548217 19:0.00628222136474538 20:7.18567475348434e-05
1 1:-0.2387740349886905 2:-0.09682736566261563 3:0.01469988020048145 4:0.2285179101192613 5:0.014657454005906364 6:0.006684206123185701 7:-0.00868476639881499 8:0.050653531124868416 9:0.03923998028804335 10:-0.028497738402171336 11:0.024412261207562007 12:-0.033897058396900645 13:0.038747108458055575 14:0.0017864727474017524 15:0.0024448709109524368 16:0.0011664391970751635 17:0.006120863367821938 18:0.007554424670953724 19:-0.007317752761742913 20:-0.004211783665362911
1 1:-0.15896745359977035 2:-0.0634064129424815 3:-0.2103357676806425 4:0.21740344744818285 5:0.013968289350594127 6:0.1791158464389166 7:-0.02287809679862387 8:0.06239349272587952 9:0.050196084122980364 10:0.02786045281581077 11:-0.010334061092244624 12:-0.003914994471572657 13:0.035449668108671284 14:0.01712525554961681 15:-0.00011141567435778762 16:0.021976811780933813 17:-0.01410746413801512 18:-0.010590838012685757 19:0.012300233872810564 20:-0.013268912882949058
1 1:-0.27724099264376384 2:-0.20175386348918442 3:0.21411067368007564 4:0.1677907616681283 5:0.06559482058138061 6:0.026530093822007977 7:-0.004879287029361633 8:0.11603142139852266 9:-0.0030671534369357822 10:0.029785103238031664 11:-0.03070731786757909 12:-0.0020333405488760815 13:0.03658596215761489 14:0.01696054457999145 15:0.02120936338962352 16:0.015947334308577726 17:0.003119751920256397 18:0.0051042029136044755 19:-0.000689413405581105 20:0.0002819905033398869
1 1:-0.18979111112156488 2:-0.10246386761197103 3:-0.1087490665534103 4:0.21559833499536127 5:-0.0101272243467205 6:0.13055869844851808 7:-0.018954785250638085 8:0.039239071166187495 9:0.058425985476896855 10:-0.021048041289099814 11:0.03314614465048629 12:-0.014986925166490833 13:0.0386552255406604 14:-0.005115383331044137 15:-0.007918314114787287 16:0.004937105440046571 17:0.0020863316807796448 18:-0.0018067623145399895 19:0.012094569689562958 20:-0.0074500045268841054
1 1:-0.2547584515100799 2:-0.1453746342014899 3:0.10791092985720314 4:0.19491431850595445 5:0.030816904973249876 6:0.008141551604503926 7:-0.007462562863436863 8:0.06955282115168149 9:0.028696850621623582 10:-0.020656080988162448 11:0.0011391728889360731 12:-0.02604356999314178 13:0.027879728507062926 14:0.007049819172075941 15:0.00553158572641994 16:0.0030541896059465452 17:0.006932332652008961 18:0.01141614865476328 19:-0.0006719244037388158 20:-0.0017350879335934289
1 1:-0.23538191430838576 2:-0.08295596804241541 3:-0.012632531650414922 4:0.22965880795317725 5:-0.002875317482426313 6:-0.010460349084100776 7:-0.0145987486912223 8:0.037731787062031404 9:0.057476621028817704 10:-0.04620879260108467 11:0.031747018417033715 12:-0.024095460027023376 13:0.01963761846801741 14:-0.01074428895179365 15:-0.015873296869732982 16:-0.0032676934875017667 17:0.009876875921453681 18:0.006721209251423189 19:0.0069129996631085875 20:-0.002782341359646596
1 1:-0.210814219124267 2:-0.31915099863134516 3:0.2353238519632404 4:0.0855050532995402 5:0.061578019317460195 6:0.11675197227725585 7:-0.06145294197228384 8:0.019230943961481166 9:0.11681716309864566 10:-0.01212400826099879 11:-0.026483559676597795 12:-0.006151184330750056 13:-0.006793644051683654 14:0.014299784303597426 15:0.00383684218416476 16:0.010873969361723959 17:-0.00875371606615093 18:-0.0023696715597246974 19:0.01583426279583372 20:0.011747366955849749
1 1:-0.2190537558568876 2:-0.10580775430645828 3:-0.0265809518976445 4:0.19562120415783643 5:0.003151632695175542 6:0.0011939546418530565 7:-0.029385858964941815 8:0.024684366915406483 9:0.053643362159978725 10:-0.013451127868422664 11:0.012603985615435132 12:0.010001046790777634 13:0.00343548583816247 14:-0.011675311262292107 15:-0.016605654350112582 16:0.0011287431231513344 17:0.007719550322291514 18:0.004726910215193496 19:0.014056959750243903 20:0.005149290971028855
1 1:-0.2585710896900857 2:-0.03526482867101199 3:-0.004928207664850312 4:0.22998731395754587 5:0.011479233932089076 6:-0.10925203396614995 7:-0.01903153591542552 8:0.05724585360948148 9:0.03005133997496487 10:-0.005213288163546505 11:0.006744559452031592 12:0.0007260879314007762 13:0.009254048817604105 14:-0.005548529200661978 15:-0.015324682619822411 16:-0.0012473213835053933 17:0.016082787013347588 18:0.015563516418843279 19:0.01409349007910311 20:0.0003998241246824172
1 1:-0.23190233276720684 2:-0.2008734801347358 3:0.10079487365102441 4:0.15596709922477991 5:0.00622722571800113 6:0.06770487977850284 7:-0.020722661971159993 8:0.04334318934992052 9:0.05794377332495071 10:-0.03525855757702399 11:0.01512860323041111 12:-0.005026860494013149 13:-0.0005976292865924396 14:-0.011008016339596659 15:-0.007989385658084 16:-0.016648410114299822 17:0.011430834159151877 18:0.015779892512785693 19:0.009675846216264798 20:-0.0022383737049278055
1 1:-0.21106839409901104 2:-0.13880076208899414 3:0.003253538852473101 4:0.17986473097892677 5:-0.01209177271343456 6:0.03536902517009577 7:-0.025726443357545835 8:0.00975838000487808 9:0.06023076062080361 10:-0.06651441132518843 11:0.018037032455466877 12:-0.024686255081691807 13:-0.01731011339840978 14:-0.014192050788020986 15:-0.028127645853352742 16:-0.020426900801027426 17:0.006163599747813349 18:0.008525429548985273 19:0.006133543634651014 20:-0.008005489920734654
1 1:-0.20786507360688058 2:-0.02118388216058316 3:-0.15986504580018723 4:0.19432731798714206 5:-0.02177871299875596 6:-0.07333949041808756 7:-0.029556674550280396 8:0.01982293274142709 9:-0.021547716292038104 10:0.015244978875099529 11:-0.012190742985462716 12:0.0376443662979516 13:-0.0037337450661081855 14:-0.019937558657584457 15:-0.035624078582730326 16:0.009783653386747325 17:-0.00539338097006275 18:-0.026462430415493655 19:0.03462450380504345 20:-0.0063236955896885955
1 1:-0.16669844230109876 2:-0.1838056213958794 3:-0.048499895768174844 4:0.10528211881402409 5:-0.008314422063023514 6:0.06994500316453733 7:-0.0537218086824769 8:-0.012734717055354382 9:0.032472650813363535 10:-0.006780506416641766 11:-0.019637355306236844 12:0.01924347684555404 13:-0.037940152198837236 14:-0.009603607508079669 15:-0.01833884022941036 16:-0.014876554713422961 17:-0.0017790840199548852 18:-0.008848961038583259 19:0.013965081887770315 20:6.11889548260058e-05
1 1:-0.1174968334168402 2:-0.269329884477585 3:0.001309099235978656 4:0.045659488022822034 5:0.003053371880098881 6:0.09641421521054991 7:-0.11368488093110685 8:-0.072530851963328 9:0.11598524833087961 10:-0.011495803216117923 11:-0.018793680150464426 12:0.023259262152908012 13:-0.04673794059941948 14:-0.00541546671557787 15:-0.024489151438392243 16:-0.0001731866328213566 17:-0.026775278457187943 18:-0.037728392808131235 19:0.028356135162160914 20:0.0014630539608368985
1 1:-0.18758721186420052 2:-0.17822499384287663 3:0.016487912387196907 4:0.11192488290171163 5:-0.008076833580067732 6:0.01883776575148277 7:-0.0569096164293186 8:0.008690216307569627 9:0.031793470286938345 10:-0.0051856171508252325 11:-0.01857069518191047 12:0.0052209050191698945 13:-0.04146579110783339 14:-0.004719768404941689 15:-0.0038914319297986884 16:-0.03176884365358869 17:0.006291850142071222 18:0.011755712029545996 19:0.0011930998681705229 20:0.000407531142930045
1 1:-0.18574517616695818 2:-0.08597098416972943 3:-0.1235449934852343 4:0.15834196424453664 5:-0.039491826876777936 6:-0.024876931189462655 7:-0.03132744898595475 8:0.015082585714112882 9:-0.026946384178966797 10:-0.007881597907362894 11:-0.014905562067430624 12:0.021490577210279947 13:-0.02090802836239472 14:-0.02155639668277833 15:-0.0282223272443627 16:-0.007816887423421867 17:-0.007216215438613157 18:-0.026131047756771934 19:0.015708648674814855 20:-0.0015734065648086613
1 1:-0.1873159229336795 2:-0.15282920780075823 3:-0.03981137240642515 4:0.1380437125752135 5:-0.0389340539208245 6:0.0008845200082171951 7:-0.03604390298030965 8:0.013005977165341288 9:-0.01959598267045465 10:-0.026313523945741525 11:-0.010316842105361722 12:0.0070939989769077776 13:-0.03308633845143235 14:-0.02460777472787668 15:-0.021725238451105744 16:-0.02524633420982912 17:0.00012011880548971454 18:-0.011480115927163198 19:-0.0005827781533290699 20:0.008277252919696852
1 1:-0.19923334103861076 2:-0.22588908382299233 3:0.07644402239328664 4:0.10012714735277173 5:-0.008654270805341072 6:0.014956169470082395 7:-0.04483021985505158 8:0.030172539071772538 9:-0.026860728550887922 10:0.0015879392930402015 11:-0.03929813149026758 12:0.014765745220450063 13:-0.04448779925209254 14:-0.012027808575211886 15:-0.006824004418423891 16:-0.020928516055392286 17:0.002376061135869912 18:-0.0017088506876992353 19:-0.005797364578444776 20:0.01844010758198046
1 1:-0.17166083143410876 2:-0.20553498721591115 3:-0.022923635682451645 4:0.11078315565528553 5:-0.03896370507927005 6:0.04190500495604491 7:-0.042639069625731496 8:-0.00047757084751704794 9:-0.01589838300887805 10:-0.01590344380175697 11:-0.007398310607769003 12:0.02233293235044534 13:-0.03510999842062928 14:-0.02557027014459369 15:-0.022363312165538843 16:-0.016398482228100194 17:-0.008301704925621226 18:-0.014966812941398924 19:-0.0001024391029367357 20:0.016566274390285154
1 1:-0.16678066878640543 2:-0.30616200345668837 3:0.1481361284006776 4:0.04285039114782598 5:0.01865120472788931 6:0.030157372878349905 7:-0.0879564498794919 8:-0.013198714779135687 9:0.037449225362184105 10:0.019757251654710293 11:-0.0445434868069146 12:0.02255360068261486 13:-0.04924483963055779 14:-0.0005806043023689953 15:-0.003508664819152802 16:-0.005844326410412524 17:-0.011905041019938611 18:-0.007355071084025843 19:-0.003980625638712178 20:0.022528545043283072
1 1:-0.18026384908756138 2:-0.03846841009535115 3:-0.1730730260427132 4:0.1806763927428935 5:-0.03739879084470516 6:-0.0841858989278401 7:-0.033413207763510845 8:0.013580749123341796 9:-0.04537506106165991 10:0.027555789440616013 11:-0.023737542662407046 12:0.036888971987299554 13:-0.015579744217401183 14:-0.007876053089554122 15:-0.024094849830472057 16:0.01875925925317478 17:-0.018899470030425213 18:-0.018164471895075064 19:0.014214113506842836 20:0.014580519253332501
1 1:-0.18831053786935883 2:-0.16689182511578612 3:-0.011992736167768723 4:0.11385668504630186 5:-0.03286514717689268 6:-0.05159920763854649 7:-0.03597465678178473 8:-0.002946816506670802 9:-0.03905473510002401 10:-0.0022929172693654035 11:-0.013007614248470656 12:0.030619603523037605 13:-0.014170813910451493 14:-0.016277058065348033 15:-0.01995485860150261 16:-0.000831033827824873 17:-0.00410104161049692 18:-0.0016633447655141805 19:-0.002282183006251809 20:0.025505846422280515
1 1:-0.15888325866266628 2:-0.14096713891420443 3:-0.07458700743304852 4:0.13172345689519752 5:-0.03815511976013426 6:0.023930824705420174 7:-0.023379424634552295 8:0.010139906971122423 9:0.00434684773006247 10:-0.010308438537765929 11:-0.02119918079224088 12:0.013660103506716507 13:-0.02493655528219842 14:0.0008754850342853728 15:-0.010496942280457246 16:-0.010095480913105649 17:-0.009936394941916303 18:0.011388229423885494 19:-0.019135468887551303 20:0.017070918695850975
1 1:-0.15105626058209687 2:-0.3145678950343332 3:0.16223715264725155 4:0.03746069736266414 5:0.00698593348403845 6:0.05833320447667172 7:-0.0784075144390499 8:-0.015987596074611105 9:0.07823505640887225 10:0.02716111059047648 11:-0.043573942524257704 12:0.030523338407710515 13:-0.0444086264397935 14:0.014369949678041612 15:0.009245433207741845 16:-0.0007570894028477854 17:-0.008763973884329283 18:0.014141656901534481 19:0.0009906532156086353 20:0.021004343280851684
1 1:-0.16985332526557406 2:-0.14720336136066353 3:-0.016306188369635856 4:0.12479995708172797 5:-0.035542740429232576 6:-0.05138147832858881 7:-0.04472138342917959 8:-0.007446787899155163 9:0.0028198048154297875 10:0.001233007783835876 11:-0.026477492892995586 12:0.026450917402016064 13:-0.027232421703197493 14:-0.00554839717139529 15:-0.02011274975290764 16:-0.009415693901994046 17:0.0009807569419914772 18:0.009720371564784658 19:0.0011558326902850677 20:0.007507264805935141
1 1:-0.14779596003193857 2:-0.11163715578312622 3:-0.12289586415415152 4:0.1577027396603299 5:-0.05731368781082726 6:-0.013381766016578981 7:-0.026940960085159057 8:-0.0016862797786333632 9:-0.023467434321105107 10:-0.006980107655057529 11:-0.02341279680733444 12:0.019465291026364906 13:-0.018103800119874183 14:-0.014181221714717807 15:-0.03328954242268643 16:-0.0013965838913779522 17:-0.015712651701890873 18:-0.022071267836056212 19:0.0010915380214849748 20:-0.00501769770260272
1 1:-0.18007744052122765 2:-0.26912392226596005 3:0.1655707271453191 4:0.08297775095211396 5:0.011502194092040056 6:0.02234846642955548 7:-0.03953208078900146 8:0.04201322748504327 9:-0.015033273832004243 10:0.040759750597453605 11:-0.07498282513234816 12:0.016718001008128446 13:-0.04096021055018003 14:0.013071773513574855 15:0.007021337717876887 16:-0.0006541869442403918 17:-0.010356154544619474 18:0.005040492351189993 19:-0.020499167698079294 20:0.009073155734898117
1 1:-0.08496742476747145 2:-0.1898942874931412 3:-0.13955503479169168 4:0.11095436845972872 5:-0.029920970901125048 6:0.10822908877323585 7:-0.04924739466421185 8:-0.041599896573887414 9:0.020092155073636424 10:-0.003994068765943085 11:-0.048265709970976574 12:0.000554976048295984 13:-0.03919309625031157 14:0.006574754948248566 15:-0.0282853277855459 16:0.014434348820341366 17:-0.031302616241506265 18:-0.01697706927112011 19:-0.003635906837354305 20:-0.005419550406116441
1 1:-0.18487727740426704 2:-0.14693357981824678 3:0.023220649462047806 4:0.16524410874386314 5:-0.021491171120616354 6:-0.06914919769828134 7:-0.01986686675894167 8:0.015249599138822583 9:-0.04604909334384366 10:0.01752309591631661 11:-0.04263538411397833 12:0.03141550289990565 13:-0.019835799522603104 14:-0.005135342696066574 15:-0.026564626788771657 16:0.013564833874640012 17:-0.0035190701817091937 18:0.005540203792559595 19:-0.012174678955469956 20:0.004213581587182071
1 1:-0.136819877470424 2:-0.13002509591482134 3:-0.1099773851797531 4:0.15364916417305993 5:-0.029993569042321346 6:0.003746154384059946 7:-0.017263114075878425 8:-0.03600844246134218 9:-0.02654062036089544 10:0.03030680671565629 11:-0.03846318199797622 12:0.04012506069524721 13:-0.014779839069218124 14:-0.00821139572556083 15:-0.028728264366345298 16:0.016955316893348803 17:-0.00863980389024144 18:-0.009393332423453103 19:-0.009548851879332729 20:-0.014889388615762089
